"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G","GS","SV","IP","H","HR","BB","SO","Year"
"17","Del Crandall","MLN","8.0","0.0","2%","2.6","133","440","61","104","26","62","2","40",".236",".299",".457",".756","","","","","","","","","","","","",1955
"18","Eddie Mathews","MLN","6.0","0.0","2%","7.3","141","499","108","144","41","101","3","109",".289",".413",".601","1.014","","","","","","","","","","","","",1955
"19","Dale Long","PIT","3.0","0.0","1%","2.4","131","419","59","122","16","79","0","48",".291",".362",".513",".875","","","","","","","","","","","","",1955
"19","Jack Meyer","PHI","3.0","0.0","1%","1.6","50","20","2","2","0","1","0","4",".100",".250",".200",".450","6","11","3.43","1.278","50","5","16","110.1","75","14","66","97",1955
"21","Gene Baker","CHC","2.0","0.0","1%","2.7","154","609","82","163","11","52","9","49",".268",".323",".392",".715","","","","","","","","","","","","",1955
"21","Carl Furillo","BRO","2.0","0.0","1%","5.1","140","523","83","164","26","95","4","43",".314",".371",".520",".891","","","","","","","","","","","","",1955
"23","Vern Law","PIT","1.0","0.0","0%","4.4","44","63","8","16","1","8","1","4",".254",".299",".349",".648","10","10","3.81","1.405","43","24","1","200.2","221","19","61","82",1955
"23","Frank Thomas","PIT","1.0","0.0","0%","0.4","142","510","72","125","25","72","2","60",".245",".324",".431",".755","","","","","","","","","","","","",1955
"1","Don Newcombe","BRO","223.0","8.0","66%","5.3","52","111","13","26","2","16","1","12",".234",".312",".342",".654","27","7","3.06","0.989","38","36","0","268.0","219","33","46","139",1956
"2","Sal Maglie","BRO","183.0","4.0","54%","4.3","28","70","1","9","0","2","0","1",".129",".141",".129",".269","13","5","2.87","1.079","28","26","0","191.0","154","21","52","108",1956
"3","Henry Aaron","MLN","146.0","0.0","43%","7.2","153","609","106","200","26","92","2","37",".328",".365",".558",".923","","","","","","","","","","","","",1956
"4","Warren Spahn","MLN","126.0","1.0","38%","6.0","39","105","8","22","3","10","1","4",".210",".239",".324",".562","20","11","2.78","1.070","39","35","3","281.1","249","25","52","128",1956
"5","Jim Gilliam","BRO","103.0","4.0","31%","6.1","153","594","102","178","6","43","21","95",".300",".399",".396",".794","","","","","","","","","","","","",1956
"6","Roy McMillan","CIN","96.0","3.0","29%","4.4","150","479","51","126","3","62","4","76",".263",".366",".344",".710","","","","","","","","","","","","",1956
"7","Frank Robinson","CIN","79.0","0.0","24%","6.5","152","572","122","166","38","83","8","64",".290",".379",".558",".936","","","","","","","","","","","","",1956
"8","Pee Wee Reese","BRO","71.0","3.0","21%","2.6","147","572","85","147","9","46","13","56",".257",".322",".344",".667","","","","","","","","","","","","",1956
"9","Stan Musial","STL","62.0","0.0","18%","5.5","156","594","87","184","27","109","2","75",".310",".386",".522",".908","","","","","","","","","","","","",1956
"10","Duke Snider","BRO","55.0","1.0","16%","7.6","151","542","112","158","43","101","3","99",".292",".399",".598",".997","","","","","","","","","","","","",1956
"11","Joe Adcock","MLN","54.0","0.0","16%","4.8","137","454","76","132","38","103","1","32",".291",".337",".597",".934","","","","","","","","","","","","",1956
"12","Bob Friend","PIT","38.0","0.0","11%","5.2","49","97","7","16","1","8","0","1",".165",".173",".216",".390","17","17","3.46","1.257","49","42","3","314.1","310","25","85","166",1956
"13","Hersh Freeman","CIN","25.0","0.0","7%","2.5","64","18","0","1","0","2","0","3",".056",".190",".111",".302","14","5","3.40","1.344","64","0","17","108.2","112","2","34","50",1956
"14","Johnny Antonelli","NYG","18.0","0.0","5%","6.4","49","89","7","14","3","4","0","2",".157",".176",".292",".468","20","13","2.86","1.161","41","36","1","258.1","225","20","75","145",1956
"14","Ted Kluszewski","CIN","18.0","0.0","5%","3.1","138","517","91","156","35","102","1","49",".302",".362",".536",".898","","","","","","","","","","","","",1956
"16","Jackie Robinson","BRO","17.0","0.0","5%","4.5","117","357","61","98","10","43","12","60",".275",".382",".412",".793","","","","","","","","","","","","",1956
"17","Willie Mays","NYG","14.0","0.0","4%","7.6","152","578","101","171","36","84","40","68",".296",".369",".557",".926","","","","","","","","","","","","",1956
"18","Ed Bailey","CIN","13.0","0.0","4%","4.8","118","383","59","115","28","75","2","52",".300",".385",".551",".936","","","","","","","","","","","","",1956
"18","Bill Virdon","TOT","13.0","0.0","4%","2.7","157","580","77","185","10","46","6","38",".319",".361",".445",".806","","","","","","","","","","","","",1956
"20","Stan Lopata","PHI","11.0","0.0","3%","4.3","146","535","96","143","32","95","5","75",".267",".353",".535",".888","","","","","","","","","","","","",1956
"21","Carl Furillo","BRO","9.0","0.0","3%","2.3","149","523","66","151","21","83","1","57",".289",".357",".467",".824","","","","","","","","","","","","",1956
"22","Lew Burdette","MLN","8.0","0.0","2%","4.1","45","86","9","16","0","8","0","2",".186",".209",".198",".406","19","10","2.70","1.116","39","35","1","256.1","234","22","52","110",1956
"23","Bob Buhl","MLN","7.0","0.0","2%","0.8","38","73","1","7","0","3","0","1",".096",".108",".123",".231","18","8","3.32","1.362","38","33","0","216.2","190","18","105","86",1956
"23","Robin Roberts","PHI","7.0","0.0","2%","2.9","43","100","8","20","1","8","0","6",".200",".248",".270",".518","19","18","4.45","1.238","43","37","3","297.1","328","46","40","157",1956
"25","Brooks Lawrence","CIN","6.0","0.0","2%","2.0","49","70","4","11","0","4","0","2",".157",".187",".214",".401","19","10","3.99","1.285","49","30","0","218.2","210","26","71","96",1956
"26","Dale Long","PIT","4.0","0.0","1%","2.1","148","517","64","136","27","91","1","54",".263",".326",".485",".812","","","","","","","","","","","","",1956
"27","Wally Moon","STL","3.0","0.0","1%","3.6","149","540","86","161","16","68","12","80",".298",".390",".469",".858","","","","","","","","","","","","",1956
"28","Ernie Banks","CHC","2.0","0.0","1%","5.3","139","538","82","160","28","85","6","52",".297",".358",".530",".887","","","","","","","","","","","","",1956
"28","Ken Boyer","STL","2.0","0.0","1%","6.4","150","595","91","182","26","98","8","38",".306",".347",".494",".841","","","","","","","","","","","","",1956
"30","Richie Ashburn","PHI","1.0","0.0","0%","5.6","154","628","94","190","3","50","10","79",".303",".384",".384",".768","","","","","","","","","","","","",1956
"30","Clem Labine","BRO","1.0","0.0","0%","1.7","62","23","0","2","0","1","0","1",".087",".160",".087",".247","10","6","3.35","1.297","62","3","19","115.2","111","11","39","75",1956
"30","Johnny Logan","MLN","1.0","0.0","0%","5.5","148","545","69","153","15","46","3","46",".281",".340",".431",".771","","","","","","","","","","","","",1956
"1","Henry Aaron","MLN","239.0","9.0","71%","8.0","151","615","118","198","44","132","1","57",".322",".378",".600",".978","","","","","","","","","","","","",1957
"2","Stan Musial","STL","230.0","5.0","68%","6.1","134","502","82","176","29","102","1","66",".351",".422",".612","1.034","","","","","","","","","","","","",1957
"3","Red Schoendienst","TOT","221.0","8.0","66%","5.8","150","648","91","200","15","65","4","33",".309",".344",".451",".795","","","","","","","","","","","","",1957
"4","Willie Mays","NYG","174.0","1.0","52%","8.3","152","585","112","195","35","97","38","76",".333",".407",".626","1.033","","","","","","","","","","","","",1957
"5","Warren Spahn","MLN","131.0","1.0","39%","4.7","39","94","3","13","2","8","0","4",".138",".170",".245",".415","21","11","2.69","1.177","39","35","3","271.0","241","23","78","111",1957
"6","Ernie Banks","CHC","60.0","0.0","18%","6.7","156","594","113","169","43","102","8","70",".285",".360",".579",".939","","","","","","","","","","","","",1957
"7","Gil Hodges","BRO","54.0","0.0","16%","4.3","150","579","94","173","27","98","5","63",".299",".366",".511",".877","","","","","","","","","","","","",1957
"8","Eddie Mathews","MLN","45.0","0.0","13%","7.4","148","572","109","167","32","94","3","90",".292",".387",".540",".927","","","","","","","","","","","","",1957
"9","Frank Robinson","CIN","42.0","0.0","13%","6.9","150","611","97","197","29","75","10","44",".322",".376",".529",".905","","","","","","","","","","","","",1957
"10","Jack Sanford","PHI","39.0","0.0","12%","4.4","33","89","3","15","0","6","0","0",".169",".169",".213",".382","19","8","3.08","1.217","33","33","0","236.2","194","22","94","188",1957
"11","Don Hoak","CIN","31.0","0.0","9%","3.7","149","529","78","155","19","89","8","74",".293",".381",".482",".863","","","","","","","","","","","","",1957
"12","Don Blasingame","STL","26.0","0.0","8%","5.4","154","650","108","176","8","58","21","71",".271",".343",".368",".711","","","","","","","","","","","","",1957
"12","Ed Bouchee","PHI","26.0","0.0","8%","4.3","154","574","78","168","17","76","1","84",".293",".394",".470",".864","","","","","","","","","","","","",1957
"14","Bob Buhl","MLN","15.0","0.0","4%","2.9","34","73","4","6","0","4","0","6",".082",".152",".082",".234","18","7","2.74","1.440","34","31","0","216.2","191","15","121","117",1957
"15","Del Ennis","STL","13.0","0.0","4%","-0.4","136","490","61","140","24","105","1","37",".286",".332",".494",".826","","","","","","","","","","","","",1957
"15","Dick Groat","PIT","13.0","0.0","4%","4.4","125","501","58","158","7","54","0","27",".315",".350",".437",".787","","","","","","","","","","","","",1957
"17","Al Dark","STL","12.0","0.0","4%","3.0","140","583","80","169","4","64","3","29",".290",".326",".381",".707","","","","","","","","","","","","",1957
"18","Duke Snider","BRO","10.0","0.0","3%","5.0","139","508","91","139","40","92","3","77",".274",".368",".587",".955","","","","","","","","","","","","",1957
"19","Don Drysdale","BRO","8.0","0.0","2%","5.8","37","73","7","9","2","6","0","7",".123",".200",".205",".405","17","9","2.69","1.167","34","29","0","221.0","197","17","61","148",1957
"19","Frank Thomas","PIT","8.0","0.0","2%","2.5","151","594","72","172","23","89","3","44",".290",".335",".460",".795","","","","","","","","","","","","",1957
"21","Dick Drott","CHC","6.0","0.0","2%","2.7","38","80","3","8","0","0","0","2",".100",".122",".100",".222","15","11","3.58","1.437","38","32","0","229.0","200","22","129","170",1957
"21","Roy McMillan","CIN","6.0","0.0","2%","2.6","151","448","50","122","1","55","5","66",".272",".371",".357",".728","","","","","","","","","","","","",1957
"23","Granny Hamner","PHI","3.0","0.0","1%","-1.3","133","502","59","114","10","62","3","34",".227",".274",".345",".618","0","0","0.00","1.000","1","0","0","1.0","1","0","0","1",1957
"24","Lew Burdette","MLN","2.0","0.0","1%","1.3","41","88","11","13","2","9","0","3",".148",".183",".239",".421","17","9","3.72","1.243","37","33","0","256.2","260","25","59","78",1957
"25","Harry Anderson","PHI","1.0","0.0","0%","1.6","118","400","53","107","17","61","2","36",".268",".333",".453",".785","","","","","","","","","","","","",1957
"25","Johnny Logan","MLN","1.0","0.0","0%","4.1","129","494","59","135","10","49","5","31",".273",".319",".401",".720","","","","","","","","","","","","",1957
"1","Ernie Banks","CHC","283.0","16.0","84%","9.3","154","617","119","193","47","129","4","52",".313",".366",".614",".980","","","","","","","","","","","","",1958
"2","Willie Mays","SFG","185.0","3.0","55%","10.2","152","600","121","208","29","96","31","78",".347",".419",".583","1.002","","","","","","","","","","","","",1958
"3","Henry Aaron","MLN","166.0","0.0","49%","7.3","153","601","109","196","30","95","4","59",".326",".386",".546",".931","","","","","","","","","","","","",1958
"4","Frank Thomas","PIT","143.0","2.0","43%","3.0","149","562","89","158","35","109","0","42",".281",".334",".528",".863","","","","","","","","","","","","",1958
"5","Warren Spahn","MLN","108.0","1.0","32%","5.9","41","108","10","36","2","15","0","7",".333",".381",".463",".844","22","11","3.07","1.148","38","36","1","290.0","257","29","76","150",1958
"6","Bob Friend","PIT","98.0","0.0","29%","1.8","38","94","3","10","0","6","0","4",".106",".141",".128",".269","22","14","3.68","1.314","38","38","0","274.0","299","25","61","135",1958
"7","Richie Ashburn","PHI","62.0","0.0","18%","7.0","152","615","98","215","2","33","30","97",".350",".440",".441",".881","","","","","","","","","","","","",1958
"8","Bill Mazeroski","PIT","61.0","1.0","18%","4.9","152","567","69","156","19","68","1","25",".275",".308",".439",".747","","","","","","","","","","","","",1958
"9","Orlando Cepeda","SFG","57.0","0.0","17%","3.0","148","603","88","188","25","96","15","29",".312",".342",".512",".854","","","","","","","","","","","","",1958
"10","Del Crandall","MLN","48.0","0.0","14%","4.7","131","427","50","116","18","63","4","48",".272",".348",".457",".805","","","","","","","","","","","","",1958
"11","Lew Burdette","MLN","47.0","0.0","14%","4.1","47","99","11","24","3","15","0","3",".242",".272",".364",".635","20","10","2.91","1.195","40","36","0","275.1","279","18","50","113",1958
"12","Stan Musial","STL","39.0","0.0","12%","4.1","135","472","64","159","17","62","0","72",".337",".423",".528",".950","","","","","","","","","","","","",1958
"13","Ken Boyer","STL","31.0","0.0","9%","5.9","150","570","101","175","23","90","11","49",".307",".360",".496",".857","","","","","","","","","","","","",1958
"14","Johnny Temple","CIN","26.0","0.0","8%","3.5","141","542","82","166","3","47","15","91",".306",".405",".402",".807","","","","","","","","","","","","",1958
"15","Bob Skinner","PIT","18.0","1.0","5%","4.3","144","529","93","170","13","70","12","58",".321",".387",".491",".879","","","","","","","","","","","","",1958
"16","Wes Covington","MLN","16.0","0.0","5%","3.3","90","294","43","97","24","74","0","20",".330",".380",".622","1.003","","","","","","","","","","","","",1958
"17","Roy Face","PIT","8.0","0.0","2%","1.7","57","7","0","0","0","0","0","0",".000",".000",".000",".000","5","2","2.89","1.179","57","0","20","84.0","77","6","22","47",1958
"18","Harry Anderson","PHI","5.0","0.0","1%","3.2","140","515","80","155","23","97","0","59",".301",".373",".524",".897","","","","","","","","","","","","",1958
"19","Jim Gilliam","LAD","4.0","0.0","1%","2.0","147","555","81","145","2","43","18","78",".261",".352",".335",".687","","","","","","","","","","","","",1958
"19","Bob Purkey","CIN","4.0","0.0","1%","4.5","37","81","9","9","1","4","0","6",".111",".170",".173",".343","17","11","3.60","1.232","37","34","0","250.0","259","25","49","70",1958
"19","Frank Robinson","CIN","4.0","0.0","1%","4.3","148","554","90","149","31","83","10","62",".269",".350",".504",".854","","","","","","","","","","","","",1958
"22","Joe Adcock","MLN","2.0","0.0","1%","1.4","105","320","40","88","19","54","0","21",".275",".317",".506",".823","","","","","","","","","","","","",1958
"23","Carl Furillo","LAD","1.0","0.0","0%","1.3","122","411","54","119","18","83","0","35",".290",".343",".482",".825","","","","","","","","","","","","",1958
